COUNTRYNEW,Help,friends,comfort,science,EMP_2010,Age,Gender,Education,Subjective_Income,wbi,employment,help
Gabon,0,Did Not seek Friends,1,Belief,5,23,Male,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,1,30,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,5,31,Female,Tertiary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Did Not seek Friends,1,No Belief,4,23,Female,Secondary,Living Comfortably,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Did Not seek Friends,1,No Belief,6,22,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,5,20,Female,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,Belief,1,39,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,3,19,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,1,Sought Friends,1,No Belief,5,27,Female,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,1,Sought Friends,0,Belief,1,40,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Gabon,0,Sought Friends,0,Belief,3,38,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,6,22,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,6,52,Female,Elementary or less,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,5,47,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,Belief,5,32,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,1,Belief,1,100,Female,Elementary or less,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,5,30,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,1,30,Female,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,3,32,Female,No Answer,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,1,Belief,2,19,Female,Secondary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,1,Sought Friends,1,No Belief,5,24,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,0,Sought Friends,1,No Belief,3,39,Female,Tertiary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,1,Sought Friends,1,Belief,5,26,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,0,Sought Friends,0,No Belief,5,25,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,1,Did Not seek Friends,0,No Belief,1,31,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Gabon,0,Sought Friends,1,Belief,1,28,Female,Elementary or less,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,6,37,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,1,31,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,2,36,Female,Tertiary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,3,22,Male,No Answer,Very Difficult to get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,1,Belief,1,32,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,1,31,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,2,33,Male,Secondary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,6,21,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,6,21,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,3,37,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,1,32,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,2,23,Male,Secondary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,1,25,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,1,19,Female,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,6,25,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,5,16,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,Belief,6,40,Male,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,1,36,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,4,23,Male,Elementary or less,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,5,20,Female,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,1,Sought Friends,0,No Belief,3,27,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Gabon,1,Sought Friends,1,No Belief,5,35,Female,Tertiary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,0,Sought Friends,1,Belief,6,45,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,1,38,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Did Not seek Friends,1,No Belief,4,31,Female,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,6,58,Male,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,2,24,Female,Tertiary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,1,Sought Friends,1,No Belief,1,23,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Gabon,0,Sought Friends,1,No Belief,5,20,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,1,Sought Friends,1,Belief,5,45,Female,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,0,Sought Friends,1,No Belief,1,34,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,6,22,Male,Secondary,No Answer,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,2,32,Female,Secondary,Getting By,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,5,24,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,4,20,Male,Secondary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,3,44,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,1,Sought Friends,0,Belief,5,38,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,0,Sought Friends,0,No Belief,1,29,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Did Not seek Friends,1,Belief,4,22,Male,Secondary,Not Sure,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,1,39,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,1,30,Female,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,6,17,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,1,32,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Did Not seek Friends,0,No Belief,2,27,Male,Tertiary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,1,Sought Friends,1,Belief,3,21,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Gabon,0,Sought Friends,1,No Belief,6,21,Male,Elementary or less,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,1,35,Female,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,1,Sought Friends,0,Belief,5,18,Male,Elementary or less,Getting By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,0,Sought Friends,0,No Belief,6,19,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,6,22,Female,Elementary or less,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,6,39,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,1,Did Not seek Friends,1,No Belief,4,23,Female,Secondary,Getting By,Upper-middle Income,Unemployed,Sought Therapy
Gabon,1,Sought Friends,0,Belief,3,16,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Gabon,1,Sought Friends,0,No Belief,3,47,Male,Elementary or less,No Answer,Upper-middle Income,"Employed Part Time, Content",Sought Therapy
Gabon,1,Did Not seek Friends,1,No Belief,5,22,Female,No Answer,No Answer,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,0,Sought Friends,0,Belief,5,42,Female,Elementary or less,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,Belief,5,22,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Did Not seek Friends,1,Belief,3,27,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,1,Sought Friends,1,Belief,2,32,Male,Elementary or less,Difficult to Get By,Upper-middle Income,Self Employed,Sought Therapy
Gabon,0,Sought Friends,1,Belief,1,35,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,6,26,Female,Tertiary,No Answer,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,3,30,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Did Not seek Friends,0,No Belief,2,29,Female,Tertiary,No Answer,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,1,39,Female,No Answer,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,3,43,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,1,Sought Friends,0,No Belief,2,36,Male,Secondary,Difficult to Get By,Upper-middle Income,Self Employed,Sought Therapy
Gabon,0,Sought Friends,1,Belief,1,19,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,5,23,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,Belief,5,24,Female,Tertiary,No Answer,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,1,Sought Friends,1,Belief,1,25,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Gabon,0,Sought Friends,0,Belief,1,32,Female,Tertiary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,1,Sought Friends,1,Belief,6,42,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Out of Workforce,Sought Therapy
Gabon,0,Did Not seek Friends,0,Belief,1,53,Female,Secondary,No Answer,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,4,31,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,3,26,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,1,Belief,6,40,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Gabon,1,Sought Friends,0,No Belief,5,24,Female,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Gabon,0,Did Not seek Friends,0,Belief,1,22,Female,No Answer,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,4,21,Female,Secondary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,1,40,Female,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,3,27,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,5,35,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,0,Sought Friends,0,Belief,1,32,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Sought Friends,1,No Belief,2,19,Male,Secondary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,3,23,Male,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,1,28,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,0,Did Not seek Friends,0,No Belief,4,99,Female,Elementary or less,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,2,39,Male,Elementary or less,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Gabon,0,Sought Friends,0,Belief,5,40,Male,Tertiary,Not Sure,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Gabon,1,Did Not seek Friends,1,No Belief,6,25,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Out of Workforce,Sought Therapy
Gabon,1,Sought Friends,1,No Belief,1,26,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Gabon,0,Sought Friends,1,Belief,3,36,Male,Tertiary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Gabon,0,Sought Friends,0,No Belief,4,31,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Gabon,0,Sought Friends,1,Belief,1,20,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Gabon,1,Sought Friends,0,No Belief,1,30,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
